web-scraper-order,web-scraper-start-url,halaman_pencarian,judul,excerpt,author,link_pencarian,link_pencarian-href
"1700584797-34","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGARUH PENDIDIKAN DAN PERTUMBUHAN EKONOMI TERHADAP KETIMPANGAN PENDAPATAN DI PROVINSI JAMBI TAHUN 2017-2021","… kesehatan dan kegiatan sosial mencakup: jasa Rumah sakit: jasa klinik jasa rumah sakit 

lainnya; Praktik doktor, jasa pelayanan … sakit, jasa kesehatan hewan dan jasa kegiatan sosial. …","SMU Siti Mita Utami - 2023 - repository.unbari.ac.id","[PDF] unbari.ac.id","http://repository.unbari.ac.id/2524/1/Skripsi%20Siti%20Mita%20Utami%20-.pdf"
"1700584797-35","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Diagnosis Penyakit Buta Warna Menggunakan Metode Ishihara dan Cambridge dengan Algoritma Cosine Similarity Berbasis Multiplatform","… Penyakit buta warna adalah kelainan genetik yang mempengaruhi kemampuan seseorang 

dalam membedakan warna. Penyakit … sebuah sistem diagnosis penyakit buta warna yang …","W Ramadhani - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/73891/1/WAHYU%20RAMADHANI-FST.pdf"
"1700584797-36","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGARUH MODEL PEMBELAJARAN DISCOVERY LEARNING PADA MUATAN IPA TERHADAP HASIL BELAJAR KOGNITIF SISWA KELAS III SEKOLAH DASAR …","… yang hidup didarat Hewan yang hidupnya di darat disebut hewan darat. Cacing … ) Hewan 

pemakan tumbuhan dan hewan lain Ada juga hewan yang makanannya tumbuhan dan hewan…","J Pramita Sari - 2023 - repository.unissula.ac.id","[PDF] unissula.ac.id","http://repository.unissula.ac.id/28564/1/Pendidikan%20Guru%20Sekolah%20Dasar%20%28PGSD%29_34301800039_fullpdf.pdf"
"1700584797-37","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Gizi dan Kesehatan Masyarakat","… penyakit tertentu, dapat membantu mendeteksi dini dan mencegah perkembangan penyakit… 

penyakit, kita dapat mengurangi angka kejadian penyakit dan meningkatkan kualitas hidup. …","SKM Donal Nababan, VCD Saragih, T Yuniarti, S KM… - 2023 - books.google.com","Gizi dan Kesehatan Masyarakat","https://books.google.com/books?hl=en&lr=&id=7cLOEAAAQBAJ&oi=fnd&pg=PA101&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=-80tN9BdBr&sig=J2js2fe9mOnqG7zmlBIs95ZOoKk"
"1700584797-38","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Lingkungan Industri","… Sementara itu, hewan dan mikroorganisme dapat mempengaruhi siklus nutrisi dan pergerakan 

… kebisingan yang tinggi dapat memengaruhi kesehatan manusia dan kehidupan hewan. …","N Rochyani, S Suyani, WA Azis, AF Adi, PW Ndari… - 2023 - books.google.com","Sistem Lingkungan Industri","https://books.google.com/books?hl=en&lr=&id=AwLOEAAAQBAJ&oi=fnd&pg=PA1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=K99Vlbi2j8&sig=YeJYM3o99fzY28UkmpRXts1RzyY"
"1700584797-39","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGANTAR SISTEM INFORMASI: Panduan Praktis Pengenalan Sistem Informasi & Penerapannya","… Dari hari-hari awal punch card dan komputer mainframe hingga munculnya komputasi 

awan, analitik data besar, dan kecerdasan buatan, Sistem Informasi telah menyaksikan …","AY Rukmana, R Rahman, H Afriyadi, D Moeis… - 2023 - books.google.com","PENGANTAR SISTEM INFORMASI: Panduan Praktis Pengenalan Sistem Informasi & Penerapannya","https://books.google.com/books?hl=en&lr=&id=pLHFEAAAQBAJ&oi=fnd&pg=PA103&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=13dhbAdw5H&sig=W6PNzgH39S0k7e1m9v5hMie8zFE"
"1700584797-40","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=170&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Wirausaha Bidang Teknologi (Peluang dan Ide-Ide Bisnis Menggunakan Teknologi Informasi)","… Meski dinyatakan demikian, technopreneurship tidak dapat berkembang semudah menciptakan 

suatu komoditas karena dibutuhkan kecerdasan tingkat tinggi, keahlian yang memadai, …","ST Didit Darmawan, SH SE, I Englishtina, B Baharsyah… - 2023 - books.google.com","Wirausaha Bidang Teknologi (Peluang dan Ide-Ide Bisnis Menggunakan Teknologi Informasi)","https://books.google.com/books?hl=en&lr=&id=hsmlEAAAQBAJ&oi=fnd&pg=PA48&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=BcjLQE71h3&sig=2Qp00CwebDR_RhPr1VfS5efPsl0"
"1700584800-41","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem kontrol gas amonia (nh3) kandang ayam dengan metode fuzzy logic berbasis internet of things iot","… nafsu makan hewan, mengurangi … Gejala yang ditimbulkan akibat terpapar dengan 

amonia tergantung pada jalan terpaparnya, dosis, dan lama pemaparannya. Gejala-gejala …","K Supriadi - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/68026/1/KHASBIANTA%20SUPRIADI-FST.pdf"
"1700584800-42","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","","","A Wibisono - 2023","",""
"1700584800-43","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Rancang bangun sistem pemantauan kegaduhan pengunjung Perpustakaan dengan pemberi peringatan menggunakan LED dan Telegram","… batas maksimum yang dianjurkan untuk rumah sakit adalah 35 dB – 45 dB, untuk … Dan 

ambang sakit adalah … buatan pabrik untuk mengetahui nilai akurasi sensor GY-MAX4466 dengan …","SN Fitriani - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/69143/1/SHOFI%20NUR%20FITRIANI-FST.pdf"
"1700584800-44","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Manajemen Risiko Bisnis Era Digital","… dengan robot dan kecerdasan buatan. Era industri 5.0 ini memanfaatkan teknologi IoT untuk 

menggabungkan kecerdasan buatan dengan pikiran manusia. Era industri 5.0 hadir bukan …","MA Tabun, DS Hariyani, M Sulistyowati, B Karollah… - 2023 - books.google.com","[HTML] google.com","https://books.google.com/books?hl=en&lr=&id=OCSnEAAAQBAJ&oi=fnd&pg=PP1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=Z-rNLYBdaU&sig=KrgmshDbBsibzwkxEGdWDDuVdp4"
"1700584800-45","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Manajemen Risiko Bisnis Era Digital","… dibantu dengan adanya teknologi dan kecerdasan buatan. Namun, pada dasarnya yang … 

kalkulasi terhadap hasil dari berburu hewan besar yang tentunya sangat berimbang dengan …","A Anwar - 2023 - eprints.unm.ac.id","[PDF] unm.ac.id","http://eprints.unm.ac.id/29384/1/E-Book%20-%20Manajemen%20Risiko%20Bisnis%20Era%20Digital.pdf"
"1700584800-46","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","KLASIFIKASI BIDANG ILMU PADA PUBLIKASI TERINDEKS WEB OF SCIENCE MENGGUNAKAN METODE NAÏVE BAYES","… Web of Science antara lain yaitu kecerdasan buatan, sibernetika, perangkat keras dan … 

seperti contoh mikroba, hewan, manusia, tumbuhan dan lain sebagainya. Ilmu kehidupan …","A Munir - 2023 - repository.unissula.ac.id","[PDF] unissula.ac.id","http://repository.unissula.ac.id/29656/1/Teknik%20Informatika_32601800001_fullpdf.pdf"
"1700584800-47","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Tim Penulis","… dibantu dengan adanya teknologi dan kecerdasan buatan. Namun, pada dasarnya yang … 

kalkulasi terhadap hasil dari berburu hewan besar yang tentunya sangat berimbang dengan …","MA Tabun, S Maria, DS Hariyani, M Sulistyowati… - repository.ung.ac.id","[PDF] ung.ac.id","https://repository.ung.ac.id/get/kms/32270/buku_manajemen-risiko.pdf"
"1700584800-48","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PEMANFAATAN INTERNET OF THINGS UNTUK BUDIDAYA IKAN DAN UDANG","Tujuan dari makalah ini adalah guna mengetahui dan memahami pemanfaatan Internet Of 

Thing untuk budidaya ikan dan udang. Makalah ini didasarkan atas studi literature dari …","S Samiyyah Ahmad - researchgate.net","[PDF] researchgate.net","https://www.researchgate.net/profile/Samiyyah-S/publication/369196438_PEMANFAATAN_INTERNET_OF_THINGS_UNTUK_BUDIDAYA_IKAN_DAN_UDANG/links/640f61e866f8522c38a03a82/PEMANFAATAN-INTERNET-OF-THINGS-UNTUK-BUDIDAYA-IKAN-DAN-UDANG.pdf"
"1700584800-49","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","BAB 3 PENGERTIAN DATA DALAM SIG","… sistem pakar atau kecerdasan buatan, dan penggunaan … memetakan kejadian dan 

prevalensi penyakit di suatu wilayah, … ketersediaan pakan bagi hewan liar atau memantau …","O Irmawati - SISTEM INFORMASI GEOGRAFIS, 2023 - books.google.com","BAB 3 PENGERTIAN DATA DALAM SIG","https://books.google.com/books?hl=en&lr=&id=WLfQEAAAQBAJ&oi=fnd&pg=PA39&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=ZVNzJ0InGL&sig=K5CqI85SF-WIrUKoMfbBvq-0UH8"
"1700584800-50","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=210&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Analisis Data Mining Menggunakan Metode Algoritma C4. 5 Menentukan Penerima Bantuan Langsung Tunai","Bantuan Langsung Tunai (BLT) adalah bantuan yang dibuat oleh pemerintah untuk orang 

atau keluarga yang kurang mampu dan rentan akan kemiskinan dengan mereka yang …","L Bachtiar, M Mahradianur - Jurnal Informatika, 2023 - ejournal.bsi.ac.id","Analisis Data Mining Menggunakan Metode Algoritma C4. 5 Menentukan Penerima Bantuan Langsung Tunai","https://ejournal.bsi.ac.id/ejurnal/index.php/ji/article/view/15115"
"1700584803-51","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Validasi Penyusunan Instrumen Penelitian Pendidikan","… sesuatu yang menjadi tempat gejala yang diteliti melekat. … kesimpulan tentang pengaruh 

kecerdasan terhadap hasil belajar… makanan kepada anjing setelah anjing melakukan tindakan …","IW Widiana, IK Gading, IM Tegeh, PA Antara - 2023 - books.google.com","Validasi Penyusunan Instrumen Penelitian Pendidikan","https://books.google.com/books?hl=en&lr=&id=aPLfEAAAQBAJ&oi=fnd&pg=PP1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=AhJOc-Uqna&sig=h6DeODyzD-RVphZ2CCL3eJHnRZw"
"1700584803-52","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","","","J Irawan - 2023","",""
"1700584803-53","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","ANALISIS SPASIAL PERSEBARAN DAN FAKTOR SOSIAL EKONOMI BALITA STUNTING DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS TAHUN 2022","… tingkat kecerdasan tidak maksimal, menjadikan anak menjadi lebih rentan terhadap penyakit 

dan … , hewan dan tumbuhan serta lingkungannnya seperti hidrosfer, litosfer, dan atmosfer. …","K SENDI - 2023 - digilib.unila.ac.id","[PDF] unila.ac.id","http://digilib.unila.ac.id/71861/3/3.%20skripsi%20tanpa%20pembahasan.pdf"
"1700584803-54","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penyusunan Instrumen Penelitian: Konsep, Teknik, Uji Validitas, Uji Reliabilitas, dan Contoh Instrumen Penelitian","… Bahkan seekor binatang seperti anjing pelajar perlu juga di-… ini terletak pada intensitas 

gejala yang diteliti. Pada … emosional dalam penelitian ini adalah skor kecerdasan emosional …","AN Amalia, R Arthur - 2023 - books.google.com","Penyusunan Instrumen Penelitian: Konsep, Teknik, Uji Validitas, Uji Reliabilitas, dan Contoh Instrumen Penelitian","https://books.google.com/books?hl=en&lr=&id=rx3JEAAAQBAJ&oi=fnd&pg=PR1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=GTICDoGqaQ&sig=O1ndttsrEbe6LCVqkdMQ5e5Jx1Y"
"1700584803-55","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Analisis Keterampilan Mengajar Guru dalam Pembelajaran Sains Untuk Anak Usia Dini (Studi Deskriptif di Raudhatul Athfal Kecamatan Kramat Jati Jakarta Timur)","… mati, sehingga anak mengetahui gejala benda dan gejala peristiwa benda tersebut. Secara 

… penelitiannya, seperti saat anak mengelompokan hewan atau benda yang ditelitinya, saat …","FNJ Ashari - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/72406/1/11160184000060_Farah%20Nur%20Jihan%20Ashari_watermark.pdf"
"1700584803-56","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGARUH MODEL PEMBELAJARAN DISCOVERY LEARNING TERHADAP PEMAHAMAN KONSEP IPAPADA PESERTA DIDIK KELAS IV SDN 1 KRUI","… dan kesadaran untuk menjaga memperbaiki gejala-gejala alam yang terjadi untuk menjaga 

… pelajaran 2023/2024, Adapun materi pada penelitian ini adalah Daur hidup pada hewan. …","EW Septi - 2023 - repository.radenintan.ac.id","[PDF] radenintan.ac.id","http://repository.radenintan.ac.id/30921/1/PERPUS%20PUSAT%20BAB%201%20DAN%202.pdf"
"1700584803-57","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Korelasi Antara Penggunaan Model Problem Based Learning Dengan Kesulitan Belajar PAI di Kelas XI. IPS. 3 SMAN 1 Kota Parepare","… Menurut Hintzman, belajar adalah suatu perubahan yang terjadi dalam diri organisme (manusia 

atau hewan) disebabkan dari pengalaman yang dapat mempengaruhi tingkah laku …","AM Rismal - 2023 - repository.iainpare.ac.id","[PDF] iainpare.ac.id","http://repository.iainpare.ac.id/5040/1/18.1100.018.pdf"
"1700584803-58","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","HUBUNGAN DURASI PENGGUNAAN GADGET DENGAN PERKEMBANGAN KESEHATAN EMOSIONAL PADA ANAKUSIA PRASEKOLAH DI TK DHARMA WANITA","… perhatian, atau perlindungan terhadap orang lain, hewan atau benda. Perasaan ini … 

dikembangkan oleh Robert Goodman pada tahun 1997 untuk mendeteksi dini kesehatan mental …","M Istiqomah, WSE Suswati - 2023 - repository.stikesdrsoebandi.ac.id","[PDF] stikesdrsoebandi.ac.id","http://repository.stikesdrsoebandi.ac.id/1150/1/19010088%20Maryam%20Istiqomah.pdf"
"1700584803-59","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Al-Qur'anulkarim. 2010. Miracle The Reference, cetakan I. Jawa Barat: Sygma Publishing, hlm 806. Baiquni, A. 1983. Islam dan Ilmu Pengetahuan Modern. Bandung …","… jenis hewan yang berimigrasi yaitu hewan mamalia, burung, ikan, serangga dan hewan … 

minum susu bubuk buatan, lebih jarang terjangkit bermacam penyakit akut maupun kronis. …","I Ilmiah, P Gaib - Sains dalam Al-Qur'an, 2023 - books.google.com","Al-Qur'anulkarim. 2010. Miracle The Reference, cetakan I. Jawa Barat: Sygma Publishing, hlm 806. Baiquni, A. 1983. Islam dan Ilmu Pengetahuan Modern. Bandung …","https://books.google.com/books?hl=en&lr=&id=fMPaEAAAQBAJ&oi=fnd&pg=PA25&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=lbl6I6pIfO&sig=TtixzKJawdxKklTBd3W6sa9Nhtc"
"1700584803-60","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=250&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGANTAR STATISTIKA","… analisis data besar (big data) dan kecerdasan buatan (artificial intelligence). Ini digunakan 

… dalam penelitian yang melibatkan manusia atau hewan sebagai subjek penelitian. 10. …","SE Iqbal Arraniri, SE Joko Sabtohadi, B Suhartawan… - 2023 - books.google.com","PENGANTAR STATISTIKA","https://books.google.com/books?hl=en&lr=&id=ptjYEAAAQBAJ&oi=fnd&pg=PA49&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=D4Wxt_zFIl&sig=_3VUdwXfsefeVPYqb7ZHyD-SHLI"
"1700584806-61","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=290&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","NILAI-NILAI SOSIAL NASKAH DRAMA “CERMIN” KARYA NANO RIANTIARNO SEBAGAI ALTERNATIF BAHAN AJAR APRESIASI SASTRA DI SMA","… “Rasa sakit akibat sayatan silet dikulit dari orang yang kita cintai, satu atau dua mampu kita 

… lebih tua serta kepada hewan yang peliharan juga merupakan hal yang sangat berguna. …","N Armytha - 2023 - repository.unja.ac.id","[PDF] unja.ac.id","https://repository.unja.ac.id/43924/1/TESIS%20NANA%20CD.pdf"
